1768660027886322176,-0.04714,0.42205,-0.50162,0.92378,-0.04789,-0.03930,0.37788,-1.13277,0.53150,-0.69360,
1768660027951924224,-0.13655,0.45575,-0.54162,0.91386,-0.04907,-0.03301,0.40169,-1.26438,0.51830,-0.69904,
1768660027983449600,-0.18227,0.47099,-0.56004,0.90875,-0.04978,-0.03099,0.41321,-1.32792,0.50753,-0.69800,
1768660028055075584,-0.28516,0.50497,-0.60695,0.89645,-0.05140,-0.02644,0.43936,-1.44603,0.48721,-0.71155,
1768660028082865408,-0.32681,0.51786,-0.62363,0.89144,-0.05275,-0.02558,0.44933,-1.48799,0.48131,-0.71557,
1768660028147584000,-0.42516,0.54707,-0.66635,0.87952,-0.05699,-0.02238,0.47191,-1.58050,0.46460,-0.73350,
1768660028178860544,-0.47323,0.56158,-0.68643,0.87361,-0.05919,-0.02076,0.48257,-1.61438,0.46120,-0.74118,
1768660028246838528,-0.58324,0.59374,-0.73493,0.86007,-0.06476,-0.01478,0.50583,-1.69465,0.45160,-0.76236,
1768660028279143168,-0.63682,0.60941,-0.75768,0.85322,-0.06734,-0.01178,0.51704,-1.73573,0.44386,-0.76809,
1768660028341543424,-0.74585,0.63775,-0.80429,0.83931,-0.07055,-0.00727,0.53901,-1.81753,0.42868,-0.78357,
1768660028411434496,-0.87322,0.66856,-0.85792,0.82414,-0.07185,-0.00096,0.56181,-1.90108,0.40775,-0.79266,
1768660028443670016,-0.93441,0.68143,-0.88333,0.81672,-0.07220,0.00143,0.57250,-1.94274,0.39644,-0.79921,
1768660028505797120,-1.05396,0.70802,-0.93197,0.80212,-0.07428,0.00519,0.59250,-2.01060,0.37858,-0.81203,
1768660028538519808,-1.11806,0.72291,-0.95744,0.79489,-0.07549,0.00732,0.60200,-2.03894,0.36959,-0.81410,
1768660028607556864,-1.25758,0.75200,-1.01236,0.77907,-0.07622,0.01201,0.62217,-2.10156,0.34355,-0.82033,
1768660028638415104,-1.32101,0.76628,-1.03636,0.77203,-0.07640,0.01409,0.63082,-2.12920,0.33819,-0.82279,
1768660028703091200,-1.45833,0.79267,-1.08814,0.75731,-0.07694,0.01722,0.64828,-2.19138,0.31910,-0.83209,
1768660028736333568,-1.52991,0.80845,-1.11405,0.74994,-0.07731,0.01914,0.65669,-2.22204,0.31711,-0.83666,
1768660028803141120,-1.67835,0.83574,-1.16826,0.73491,-0.07891,0.02278,0.67317,-2.29196,0.30538,-0.85220,
1768660028834971136,-1.75054,0.85084,-1.19349,0.72738,-0.07992,0.02537,0.68109,-2.32498,0.30517,-0.85582,
1768660028901837312,-1.90701,0.87611,-1.24887,0.71107,-0.08153,0.02953,0.69776,-2.39472,0.28417,-0.86160,
1768660028934838016,-1.98521,0.89195,-1.27519,0.70308,-0.08141,0.03189,0.70571,-2.42276,0.28088,-0.86202,
1768660028998644736,-2.14028,0.91654,-1.32814,0.68709,-0.07943,0.03554,0.72134,-2.47657,0.27087,-0.88075,
1768660029029801728,-2.21689,0.93276,-1.35294,0.67889,-0.07908,0.03866,0.72895,-2.50072,0.27892,-0.89015,
1768660029098543360,-2.38977,0.95946,-1.41198,0.65927,-0.08015,0.04386,0.74634,-2.56130,0.27078,-0.91515,
1768660029163065344,-2.55512,0.98599,-1.46690,0.63946,-0.08088,0.04811,0.76304,-2.61100,0.26197,-0.92323,
1768660029229487360,-2.72859,1.01179,-1.52430,0.61914,-0.08171,0.05219,0.77927,-2.65495,0.25383,-0.92198,
1768660029259862016,-2.80833,1.03121,-1.54843,0.61064,-0.08210,0.05467,0.78574,-2.66823,0.26896,-0.91412,
1768660029295908864,-2.90359,1.05248,-1.57771,0.60148,-0.08208,0.05702,0.79261,-2.67652,0.28784,-0.90443,
1768660029360228864,-3.07494,1.08306,-1.63003,0.58746,-0.07951,0.06025,0.80308,-2.68200,0.30027,-0.88146,
1768660029422808832,-3.24139,1.11376,-1.67895,0.57647,-0.07440,0.06416,0.81119,-2.68121,0.31630,-0.85531,
1768660029461884416,-3.34497,1.13756,-1.70555,0.57024,-0.07079,0.06704,0.81567,-2.68487,0.33796,-0.83607,
1768660029494745344,-3.43234,1.15819,-1.72828,0.56518,-0.06845,0.06867,0.81925,-2.69028,0.35569,-0.81694,
1768660029554537472,-3.59265,1.18613,-1.76822,0.55677,-0.06331,0.06846,0.82541,-2.69560,0.36329,-0.77488,
1768660029618331392,-3.76247,1.21245,-1.80497,0.54988,-0.05571,0.06620,0.83075,-2.69628,0.37260,-0.73184,
1768660029657332736,-3.86625,1.23271,-1.82572,0.54684,-0.05036,0.06514,0.83318,-2.69606,0.38659,-0.70663,
1768660029720441344,-4.03541,1.26132,-1.86264,0.54463,-0.04143,0.06307,0.83528,-2.69024,0.39683,-0.68964,
1768660029754932992,-4.12737,1.27749,-1.88175,0.54453,-0.03639,0.06196,0.83566,-2.68295,0.40099,-0.68315,
1768660029819339776,-4.29922,1.30400,-1.92147,0.54638,-0.02588,0.06006,0.83498,-2.65758,0.39957,-0.68202,
1768660029852763648,-4.38752,1.31748,-1.94119,0.54830,-0.01959,0.05885,0.83398,-2.64172,0.39860,-0.68316,
1768660029913726208,-4.54804,1.33910,-1.97836,0.55380,-0.00879,0.05659,0.83068,-2.61781,0.39449,-0.68824,
1768660029946061568,-4.63228,1.34995,-1.99799,0.55803,-0.00328,0.05567,0.82795,-2.60385,0.38938,-0.68797,
1768660030015834624,-4.81313,1.37173,-2.04057,0.56967,0.00823,0.05185,0.82019,-2.58088,0.37018,-0.68635,
1768660030046569984,-4.89185,1.37937,-2.05933,0.57548,0.01368,0.04893,0.81624,-2.56930,0.35910,-0.68513,
1768660030109780224,-5.05318,1.39726,-2.09986,0.58806,0.02523,0.04197,0.80733,-2.54718,0.33889,-0.69360,
1768660030179642368,-5.23033,1.41470,-2.14364,0.60429,0.03648,0.03356,0.79522,-2.52396,0.31464,-0.70520,
1768660030214666496,-5.31783,1.42149,-2.16575,0.61365,0.04165,0.02977,0.78791,-2.50720,0.29816,-0.71294,
1768660030244332544,-5.39075,1.42751,-2.18620,0.62217,0.04611,0.02678,0.78106,-2.49048,0.28481,-0.72206,
1768660030307155200,-5.54481,1.44235,-2.22999,0.64066,0.05537,0.02162,0.76552,-2.45725,0.25471,-0.73457,
1768660030374000640,-5.70769,1.45454,-2.27591,0.66104,0.06575,0.01774,0.74725,-2.42441,0.21765,-0.74898,
1768660030405527808,-5.78351,1.45876,-2.29869,0.67125,0.07097,0.01582,0.73765,-2.40736,0.20327,-0.76174,
1768660030438795776,-5.86284,1.46396,-2.32427,0.68212,0.07588,0.01475,0.72715,-2.39157,0.19111,-0.77958,
1768660030508041472,-6.02707,1.47504,-2.37942,0.70430,0.08478,0.01360,0.70469,-2.36231,0.15634,-0.81993,
1768660030538558464,-6.09873,1.47833,-2.40412,0.71419,0.08853,0.01243,0.69422,-2.34931,0.13867,-0.83659,
1768660030601758208,-6.24598,1.48476,-2.45752,0.73523,0.09575,0.00905,0.67095,-2.31926,0.10039,-0.86638,
1768660030665740800,-6.39277,1.48940,-2.51392,0.75711,0.10256,0.00622,0.64516,-2.28621,0.06933,-0.89685,
1768660030706086656,-6.48425,1.49076,-2.55021,0.77091,0.10608,0.00543,0.62802,-2.26203,0.04347,-0.91594,
1768660030769802752,-6.62659,1.49142,-2.60908,0.79281,0.11038,0.00483,0.59937,-2.23023,-0.00115,-0.94271,
1768660030802221824,-6.69808,1.49028,-2.63995,0.80397,0.11244,0.00468,0.58393,-2.21185,-0.02709,-0.95694,
1768660030866560512,-6.83875,1.48624,-2.70229,0.82598,0.11697,0.00503,0.55141,-2.17404,-0.08464,-0.98292,
1768660030930978048,-6.97719,1.47813,-2.76632,0.84675,0.12173,0.00585,0.51784,-2.14172,-0.14575,-1.00880,
1768660030964095744,-7.04753,1.47193,-2.79968,0.85723,0.12372,0.00560,0.49982,-2.12691,-0.17717,-1.02058,
1768660031029110528,-7.18464,1.45780,-2.86642,0.87585,0.12808,0.00551,0.46524,-2.10341,-0.23029,-1.03830,
1768660031064302848,-7.25789,1.44836,-2.90287,0.88528,0.12998,0.00606,0.44648,-2.09685,-0.25849,-1.04686,
1768660031095757824,-7.32325,1.43914,-2.93584,0.89329,0.13122,0.00633,0.42986,-2.09406,-0.28320,-1.05405,
1768660031157176576,-7.45093,1.41962,-3.00116,0.90810,0.13320,0.00624,0.39695,-2.07836,-0.32193,-1.07852,
1768660031223363072,-7.58671,1.39561,-3.07266,0.92278,0.13448,0.00885,0.36100,-2.05136,-0.36883,-1.09543,
1768660031259359488,-7.65971,1.38065,-3.11188,0.92977,0.13550,0.01019,0.34213,-2.04194,-0.39721,-1.09908,
1768660031321843456,-7.78519,1.35297,-3.18040,0.94016,0.13823,0.01110,0.31125,-2.02268,-0.44859,-1.10240,
1768660031355006976,-7.85117,1.33573,-3.21653,0.94494,0.14053,0.01064,0.29533,-2.01099,-0.47509,-1.10319,
1768660031422647296,-7.98525,1.29987,-3.29111,0.95404,0.14404,0.00968,0.26260,-1.97939,-0.52011,-1.11253,
1768660031457294592,-8.05274,1.27939,-3.32939,0.95836,0.14478,0.01007,0.24595,-1.96090,-0.54551,-1.11732,
1768660031520670720,-8.17432,1.23851,-3.39947,0.96553,0.14595,0.01129,0.21521,-1.92757,-0.59816,-1.12348,
1768660031553261824,-8.23500,1.21271,-3.43509,0.96867,0.14651,0.01252,0.20016,-1.91310,-0.63548,-1.12376,
1768660031620423936,-8.35894,1.15827,-3.50775,0.97419,0.14857,0.01312,0.16943,-1.89131,-0.70499,-1.12650,
1768660031653992448,-8.41839,1.12460,-3.54332,0.97663,0.14948,0.01266,0.15391,-1.87128,-0.74952,-1.12999,
1768660031713837312,-8.52507,1.06655,-3.60822,0.98038,0.15059,0.01245,0.12654,-1.83838,-0.81595,-1.13599,
1768660031781726720,-8.64190,0.99217,-3.68049,0.98349,0.15208,0.01408,0.09704,-1.80139,-0.89779,-1.13991,
1768660031814970368,-8.69466,0.94562,-3.71480,0.98461,0.15288,0.01540,0.08330,-1.77718,-0.95216,-1.13508,
1768660031878163968,-8.79502,0.85903,-3.77922,0.98633,0.15369,0.01636,0.05707,-1.73772,-1.04417,-1.12829,
1768660031911382272,-8.84076,0.80019,-3.81101,0.98697,0.15397,0.01670,0.04360,-1.69945,-1.11590,-1.12266,
1768660031976965888,-8.93291,0.69043,-3.87455,0.98758,0.15512,0.01811,0.01734,-1.63336,-1.23730,-1.11953,
1768660032009743360,-8.97396,0.62903,-3.90687,0.98751,0.15630,0.01958,0.00440,-1.58908,-1.30697,-1.12262,
1768660032075023360,-9.05517,0.50633,-3.96899,0.98680,0.15859,0.02343,-0.02280,-1.51364,-1.44278,-1.12475,
1768660032106253568,-9.07760,0.42534,-3.99391,0.98611,0.16015,0.02597,-0.03570,-1.44698,-1.55374,-1.11334,
1768660032174832384,-9.13665,0.26151,-4.04769,0.98402,0.16408,0.03062,-0.06195,-1.33303,-1.73940,-1.09196,
1768660032207237376,-9.13900,0.15775,-4.06500,0.98288,0.16523,0.03417,-0.07396,-1.22932,-1.87818,-1.06568,
1768660032270746624,-9.16689,-0.01570,-4.11116,0.98041,0.16693,0.03923,-0.09690,-1.09232,-2.07385,-1.04103,
1768660032306560512,-9.14218,-0.14940,-4.11757,0.97863,0.16846,0.04332,-0.10968,-0.94031,-2.24935,-0.99228,
1768660032370571008,-9.12559,-0.35719,-4.14485,0.97514,0.17054,0.05001,-0.13236,-0.75266,-2.46852,-0.93548,
1768660032434093312,-9.08382,-0.57925,-4.16177,0.97141,0.17105,0.05678,-0.15452,-0.54775,-2.67561,-0.86557,
1768660032466181632,-9.05432,-0.68531,-4.18134,0.96940,0.17050,0.06067,-0.16587,-0.43903,-2.75916,-0.85387,
1768660032503229440,-9.04453,-0.79713,-4.21237,0.96693,0.17046,0.06431,-0.17846,-0.37027,-2.81895,-0.85879,
1768660032567273984,-9.05390,-0.98342,-4.27087,0.96231,0.17033,0.07043,-0.19995,-0.31754,-2.90099,-0.87624,
1768660032601299200,-9.05270,-1.08604,-4.30644,0.95969,0.16899,0.07318,-0.21231,-0.28774,-2.94173,-0.89188,
1768660032668225024,-9.06535,-1.28780,-4.37044,0.95359,0.16811,0.07849,-0.23715,-0.25760,-3.02009,-0.90991,
1768660032700458496,-9.07181,-1.38888,-4.40311,0.95054,0.16708,0.08054,-0.24915,-0.25368,-3.05383,-0.92044,
1768660032761889536,-9.08908,-1.58078,-4.46165,0.94421,0.16582,0.08445,-0.27172,-0.24785,-3.11196,-0.93389,
1768660032826381568,-9.11017,-1.78733,-4.52377,0.93712,0.16234,0.08965,-0.29566,-0.25021,-3.17095,-0.94653,
1768660032862923008,-9.12716,-1.90563,-4.55874,0.93302,0.15931,0.09336,-0.30882,-0.26878,-3.20139,-0.94940,
1768660032895250432,-9.14408,-2.01038,-4.58910,0.92932,0.15629,0.09628,-0.32043,-0.29194,-3.22383,-0.94721,
1768660032958362112,-9.17086,-2.21598,-4.64821,0.92206,0.15209,0.10133,-0.34119,-0.30332,-3.27113,-0.93296,
1768660033025927424,-9.20401,-2.43908,-4.70971,0.91400,0.14725,0.10461,-0.36329,-0.32955,-3.31884,-0.90764,
1768660033059288320,-9.22771,-2.54953,-4.73896,0.90995,0.14358,0.10515,-0.37458,-0.36074,-3.33791,-0.89824,
1768660033121584384,-9.26399,-2.75788,-4.79309,0.90166,0.13849,0.10729,-0.39537,-0.39774,-3.38489,-0.87498,
1768660033198290944,-9.31000,-3.01704,-4.85750,0.89165,0.13640,0.11150,-0.41704,-0.43521,-3.43697,-0.84495,
1768660033227794432,-9.33628,-3.11727,-4.88102,0.88848,0.13439,0.11152,-0.42439,-0.46891,-3.44951,-0.82605,
1768660033255380736,-9.36327,-3.21109,-4.90228,0.88557,0.13151,0.11045,-0.43160,-0.50299,-3.46330,-0.80990,
1768660033319243264,-9.40865,-3.43167,-4.95159,0.87869,0.12467,0.10745,-0.44812,-0.53039,-3.50717,-0.78395,
1768660033386432000,-9.46097,-3.66609,-5.00084,0.87217,0.11690,0.10337,-0.46364,-0.57382,-3.55284,-0.75062,
1768660033418373376,-9.49964,-3.77701,-5.02173,0.86926,0.11340,0.10090,-0.47047,-0.62502,-3.57615,-0.73252,
1768660033454045184,-9.54142,-3.90172,-5.04538,0.86578,0.11094,0.09790,-0.47805,-0.68189,-3.59915,-0.71414,
1768660033514438656,-9.59982,-4.11654,-5.08598,0.86003,0.10829,0.09195,-0.49007,-0.74009,-3.63282,-0.68814,
1768660033552807680,-9.64777,-4.25137,-5.11006,0.85696,0.10531,0.08797,-0.49677,-0.79505,-3.63945,-0.67063,
1768660033614258432,-9.71862,-4.46922,-5.14797,0.85265,0.09943,0.08125,-0.50645,-0.86717,-3.65608,-0.64755,
1768660033679324416,-9.79194,-4.69984,-5.18648,0.84865,0.09265,0.07341,-0.51557,-0.93286,-3.67075,-0.62210,
1768660033712318208,-9.83748,-4.81616,-5.20613,0.84675,0.08907,0.06834,-0.52001,-0.98109,-3.67121,-0.61148,
1768660033780125184,-9.92493,-5.05754,-5.24599,0.84304,0.08290,0.05756,-0.52830,-1.05187,-3.67901,-0.58993,
1768660033811144448,-9.97177,-5.16626,-5.26294,0.84160,0.08006,0.05191,-0.53161,-1.09440,-3.67826,-0.57622,
1768660033874973696,-10.06102,-5.39205,-5.29827,0.83955,0.07400,0.04112,-0.53665,-1.15898,-3.67954,-0.55026,
1768660033911426560,-10.11476,-5.51880,-5.31646,0.83866,0.06998,0.03388,-0.53907,-1.20020,-3.67664,-0.53986,
1768660033975259648,-10.20754,-5.74409,-5.34950,0.83688,0.06340,0.02163,-0.54327,-1.26105,-3.68082,-0.53204,
1768660034038440704,-10.29222,-5.96674,-5.37997,0.83571,0.05848,0.00942,-0.54597,-1.30179,-3.68667,-0.53137,
1768660034070388480,-10.34293,-6.07994,-5.39640,0.83543,0.05586,0.00346,-0.54674,-1.33620,-3.68710,-0.53590,
1768660034106906112,-10.39937,-6.20861,-5.41504,0.83530,0.05285,-0.00301,-0.54723,-1.36649,-3.68919,-0.54765,
1768660034171404800,-10.49004,-6.43831,-5.44873,0.83570,0.05036,-0.01129,-0.54676,-1.39890,-3.70033,-0.57175,
1768660034236900608,-10.57622,-6.66258,-5.48162,0.83729,0.04744,-0.01839,-0.54438,-1.42316,-3.68881,-0.57508,
1768660034271086848,-10.62472,-6.78084,-5.49836,0.83841,0.04566,-0.02305,-0.54264,-1.44557,-3.68622,-0.57243,
1768660034302529280,-10.66219,-6.88437,-5.51203,0.83974,0.04389,-0.02768,-0.54051,-1.45368,-3.67535,-0.56712,
1768660034367286528,-10.74674,-7.10667,-5.54266,0.84307,0.04100,-0.03920,-0.53481,-1.47947,-3.67547,-0.57330,
1768660034430275584,-10.83017,-7.32605,-5.57468,0.84767,0.03928,-0.04929,-0.52677,-1.50117,-3.67802,-0.58977,
1768660034466570752,-10.87550,-7.45082,-5.59242,0.85079,0.03787,-0.05448,-0.52131,-1.50909,-3.67574,-0.59652,
1768660034530895872,-10.95593,-7.67272,-5.62373,0.85676,0.03605,-0.06304,-0.51057,-1.52992,-3.67261,-0.60334,
1768660034567349248,-11.00301,-7.79767,-5.64106,0.86041,0.03545,-0.06869,-0.50370,-1.54995,-3.67443,-0.60161,
1768660034632821504,-11.09262,-8.02828,-5.67470,0.86763,0.03504,-0.07850,-0.48972,-1.58625,-3.68494,-0.60742,
1768660034694051072,-11.17985,-8.24263,-5.70654,0.87582,0.03497,-0.08676,-0.47349,-1.62678,-3.68659,-0.61641,
1768660034725739264,-11.22409,-8.35469,-5.72223,0.88026,0.03435,-0.09109,-0.46439,-1.64549,-3.68640,-0.62065,
1768660034794248704,-11.32551,-8.60132,-5.75846,0.89023,0.03327,-0.10202,-0.44268,-1.69528,-3.69835,-0.63777,
1768660034826791424,-11.36129,-8.71216,-5.76845,0.89499,0.03356,-0.10679,-0.43181,-1.69491,-3.70230,-0.63710,
1768660034892038656,-11.45497,-8.94562,-5.80121,0.90526,0.03612,-0.11510,-0.40736,-1.72318,-3.72509,-0.66068,
1768660034923958016,-11.49532,-9.05634,-5.81492,0.91028,0.03708,-0.11802,-0.39508,-1.72802,-3.72472,-0.66231,
1768660034990163968,-11.59566,-9.29156,-5.85098,0.91980,0.03800,-0.12484,-0.37004,-1.77073,-3.73490,-0.67202,
1768660035023056896,-11.64275,-9.40441,-5.86688,0.92459,0.03933,-0.12842,-0.35651,-1.78546,-3.73097,-0.66935,
1768660035055582464,-11.69401,-9.51939,-5.88444,0.92917,0.04097,-0.13146,-0.34304,-1.80779,-3.73395,-0.67027,
1768660035118635008,-11.80433,-9.74941,-5.92368,0.93794,0.04411,-0.13720,-0.31543,-1.86842,-3.75117,-0.68351,
1768660035186645504,-11.92876,-9.99888,-5.96721,0.94673,0.04623,-0.14361,-0.28448,-1.94667,-3.76496,-0.69996,
1768660035221983488,-11.99315,-10.12468,-5.98870,0.95136,0.04702,-0.14740,-0.26642,-1.98867,-3.76047,-0.70448,
1768660035282243840,-12.11146,-10.34502,-6.02868,0.95897,0.04780,-0.15441,-0.23293,-2.06327,-3.78260,-0.72358,
1768660035353755648,-12.25657,-10.60616,-6.07713,0.96662,0.05040,-0.16057,-0.19320,-2.15478,-3.81452,-0.75384,
1768660035383284480,-12.32036,-10.71402,-6.09757,0.96921,0.05230,-0.16240,-0.17753,-2.19453,-3.83148,-0.76910,
1768660035413889280,-12.38753,-10.82654,-6.11953,0.97167,0.05434,-0.16346,-0.16184,-2.24068,-3.84283,-0.78229,
1768660035478828288,-12.53562,-11.07250,-6.16922,0.97594,0.05896,-0.16702,-0.12717,-2.34705,-3.87728,-0.80448,
1768660035514376448,-12.61864,-11.20548,-6.19589,0.97785,0.06140,-0.16894,-0.10725,-2.40246,-3.89869,-0.81357,
1768660035579572736,-12.77306,-11.45019,-6.24495,0.98021,0.06575,-0.17348,-0.06909,-2.49899,-3.94269,-0.83222,
1768660035610930944,-12.85052,-11.56665,-6.26884,0.98079,0.06806,-0.17571,-0.05041,-2.54259,-3.96835,-0.84627,
1768660035675641856,-13.01616,-11.81867,-6.32233,0.98101,0.07280,-0.17935,-0.01242,-2.63822,-4.03972,-0.88886,
1768660035712186624,-13.11165,-11.95909,-6.35294,0.98063,0.07484,-0.18073,0.00994,-2.68960,-4.07486,-0.91251,
1768660035773465344,-13.27747,-12.20375,-6.40717,0.97902,0.07757,-0.18249,0.04695,-2.78044,-4.15312,-0.94425,
1768660035838522880,-13.46014,-12.46926,-6.46803,0.97609,0.08159,-0.18226,0.08586,-2.86554,-4.23959,-0.97821,
1768660035873508608,-13.56078,-12.61286,-6.50105,0.97419,0.08374,-0.18168,0.10460,-2.91401,-4.29074,-0.99444,
1768660035940552960,-13.75634,-12.89544,-6.56652,0.97024,0.08851,-0.17929,0.13659,-2.98880,-4.40231,-1.02703,
1768660035971342336,-13.85004,-13.02615,-6.59704,0.96829,0.09024,-0.17761,0.15076,-3.02744,-4.45142,-1.03783,
1768660036038838272,-14.05524,-13.32474,-6.66641,0.96338,0.09429,-0.17388,0.18101,-3.10023,-4.57985,-1.06609,
1768660036070278400,-14.15337,-13.46526,-6.69916,0.96071,0.09639,-0.17241,0.19498,-3.13979,-4.63792,-1.07923,
1768660036135875072,-14.35904,-13.76651,-6.76899,0.95494,0.10010,-0.16931,0.22225,-3.20274,-4.76033,-1.10740,
1768660036198427904,-14.56012,-14.06039,-6.83713,0.94889,0.10303,-0.16641,0.24758,-3.27119,-4.87541,-1.12991,
1768660036237039616,-14.68460,-14.24143,-6.87915,0.94459,0.10499,-0.16493,0.26366,-3.30002,-4.93869,-1.14303,
1768660036267423744,-14.78537,-14.38664,-6.91319,0.94106,0.10639,-0.16359,0.27628,-3.32619,-4.98702,-1.15630,
1768660036330065152,-14.99602,-14.69717,-6.98571,0.93401,0.10751,-0.16134,0.30006,-3.38892,-5.10687,-1.18645,
1768660036361828096,-15.10450,-14.85506,-7.02290,0.93036,0.10836,-0.16022,0.31148,-3.41684,-5.16662,-1.20372,
1768660036430125312,-15.34009,-15.20764,-7.10550,0.92252,0.10962,-0.15699,0.33509,-3.48350,-5.30388,-1.23558,
1768660036462478592,-15.45322,-15.37453,-7.14494,0.91864,0.11015,-0.15561,0.34605,-3.51910,-5.36370,-1.24850,
1768660036525727744,-15.67814,-15.71189,-7.22388,0.91046,0.11017,-0.15350,0.36792,-3.57980,-5.48341,-1.27216,
1768660036593576192,-15.92004,-16.07819,-7.30906,0.90068,0.10960,-0.15173,0.39210,-3.64224,-5.61189,-1.30141,
1768660036626164480,-16.04224,-16.25449,-7.35102,0.89558,0.10937,-0.15151,0.40376,-3.67776,-5.66101,-1.31806,
1768660036689912320,-16.28358,-16.61039,-7.43570,0.88629,0.10738,-0.14929,0.42506,-3.73807,-5.77700,-1.34949,
1768660036759664384,-16.55414,-17.00666,-7.53061,0.87629,0.10648,-0.14556,0.44676,-3.80703,-5.90874,-1.38209,
1768660036790830336,-16.68350,-17.18022,-7.57367,0.87162,0.10593,-0.14415,0.45638,-3.85145,-5.95678,-1.40155,
1768660036822785792,-16.81816,-17.36074,-7.61854,0.86677,0.10509,-0.14342,0.46593,-3.89655,-6.00370,-1.42156,
1768660036886746624,-17.08211,-17.73384,-7.71005,0.85709,0.10276,-0.14061,0.48484,-3.95912,-6.11401,-1.46506,
1768660036957223424,-17.37758,-18.15575,-7.81357,0.84613,0.09936,-0.13571,0.50574,-4.03043,-6.24788,-1.50276,
1768660036986415872,-17.51467,-18.32091,-7.85625,0.84115,0.09755,-0.13337,0.51494,-4.08638,-6.28027,-1.51657,
1768660037017635584,-17.66008,-18.50268,-7.90271,0.83546,0.09575,-0.13114,0.52501,-4.14459,-6.32036,-1.53067,
1768660037082292736,-17.94864,-18.89851,-8.00164,0.82272,0.09253,-0.12751,0.54618,-4.22441,-6.43103,-1.55989,
1768660037118645248,-18.12246,-19.11339,-8.05742,0.81553,0.09016,-0.12526,0.55776,-4.28648,-6.47131,-1.57503,
1768660037181996288,-18.41473,-19.50717,-8.15703,0.80329,0.08562,-0.12024,0.57701,-4.35969,-6.57796,-1.59697,
1768660037215057152,-18.57865,-19.70808,-8.20973,0.79732,0.08345,-0.11740,0.58611,-4.42126,-6.62070,-1.60916,
1768660037283275008,-18.90339,-20.14264,-8.32063,0.78458,0.08094,-0.11161,0.60451,-4.49953,-6.73623,-1.64035,
1768660037315499264,-19.07333,-20.33686,-8.37422,0.77836,0.07874,-0.10924,0.61321,-4.56755,-6.75618,-1.66055,
1768660037378547200,-19.38930,-20.74089,-8.48057,0.76602,0.07308,-0.10461,0.63002,-4.64810,-6.84483,-1.69763,
1768660037441413632,-19.71126,-21.14803,-8.58902,0.75360,0.06707,-0.09947,0.64630,-4.72388,-6.93338,-1.73490,
1768660037477633024,-19.91390,-21.37096,-8.65344,0.74599,0.06356,-0.09537,0.65602,-4.79895,-6.95312,-1.76200,
1768660037542050560,-20.25555,-21.78594,-8.77060,0.73189,0.05694,-0.08739,0.67339,-4.87149,-7.01866,-1.80626,
